"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"RT @jamie_raskin: ""It's a lot easier to destroy than it is to build. But we are the builders. Let no wall divide us!"" #WomensMarch https://‚Ä¶",193,FALSE,FALSE,"822850915518611459",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 16:58:40 +0000 2017",NA,NA,"en",10,FALSE,NA,"1373212753",NA,TRUE,"Mon Apr 22 21:59:10 +0000 2013",16790,397,15707,FALSE,NA,"sanni","Caracas","es",-14400,165,"sannieliza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @L00n7: A childhood friend of President #Trump, I tried to call for congratulations but you didn't answer 
Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏‚Ä¶ ",357,FALSE,FALSE,"822850521132363777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 16:57:06 +0000 2017",NA,NA,"en",0,FALSE,NA,"788845795655180288","Vem de zap zap 06392973788 Nem Maior Nem melhor Gosto de Muher  Chaa la no whts Gerete da equipe aco√≤lotas de tocantins Dianopolis",FALSE,"Wed Oct 19 20:54:28 +0000 2016",247,5,232,FALSE,NA,"Natalya Turcotte",NA,"en",NA,991,"natalyaturcott1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://trib.al/admIqQ7",""
"RT @SarahPinsker: #womensmarch https://t.co/ZZfiuTlVyC",1044,FALSE,FALSE,"822851905521061888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",FALSE,"Sat Jan 21 17:02:36 +0000 2017",NA,NA,"und",3,FALSE,"Minnesnowta","219826673","Rugger. Traveler. Runner.",FALSE,"Fri Nov 26 00:21:32 +0000 2010",1098,88,939,FALSE,NA,"MoBo","Central Time (US & Canada)","en",-21600,270,"MarMcsky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @CNN: Thousands are descending on D.C. for the #WomensMarch. Watch the live stream, live blog on https://t.co/kE2PnwqItJ‚Ä¶ ",799,FALSE,FALSE,"822851611735117828",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Jan 21 17:01:26 +0000 2017",NA,NA,"en",2,FALSE,NA,"496223109",NA,TRUE,"Sat Feb 18 18:50:30 +0000 2012",5381,242,9085,FALSE,"http://www.MichaelMilliganJr.com","Mike Milligan",NA,"en",NA,208,"Luhi78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://bbc.in/2jAYnIx","https://t.co/kE2PnwqItJ"
"RT @soniamoghe: #WomensMarch in Boston right now https://t.co/d0TTGJZgQC",923,FALSE,FALSE,"822850546654527490",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Jan 21 16:57:12 +0000 2017",NA,NA,"en",4,FALSE,NA,"377224378",NA,FALSE,"Wed Sep 21 06:57:37 +0000 2011",3039,24,5835,FALSE,NA,"Sam","Pacific Time (US & Canada)","en",-28800,50,"gooseeye3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yeaaaaaa.......She can move to Canada https://t.co/fgms9aqnpv",0,FALSE,FALSE,"822852190423449604",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",FALSE,"Sat Jan 21 17:03:44 +0000 2017",NA,NA,"en",19,FALSE,NA,"2422893212","Boomer Sooner|St. Louis Cardinals|See Red|Bear Down|Score Dallas|CHIIIEEEFFFF",TRUE,"Wed Apr 02 00:53:14 +0000 2014",23952,325,5435,FALSE,NA,"Josh Franzen","Central Time (US & Canada)","en",-21600,822,"ChaBoyJFranimal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/GottaLaff/status/822846106358796289","https://t.co/fgms9aqnpv"
"amazing https://t.co/L9M5yYeo7Y",0,FALSE,FALSE,"822851758582013952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:02:01 +0000 2017",NA,NA,"en",4,FALSE,"worthing,uk","229405530","#HeforShe instagram/snapchat- bethkennard",TRUE,"Wed Dec 22 09:35:45 +0000 2010",20307,883,5342,FALSE,"http://xbxth.tumblr.com","beth kennard","Amsterdam","en",3600,434,"bethkennard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/arianaworldupd2/status/822850654867718145","https://t.co/L9M5yYeo7Y"
"RT @SenSanders: Congratulations to the women marching today. We must go forward to ensure full reproductive justice for all women. #WomensM‚Ä¶",18213,FALSE,FALSE,"822851553073778695",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:01:12 +0000 2017",NA,NA,"en",0,FALSE,NA,"316116982","VA. ‚öìÔ∏èÌ†ºÌ∑∫Ì†ºÌ∑∏",FALSE,"Sun Jun 12 23:47:18 +0000 2011",39591,493,3505,FALSE,NA,"Ana Mira","Eastern Time (US & Canada)","en",-18000,378,"anamariela_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @FeministaJones: ‚úäÌ†ºÌøæ‚úäÌ†ºÌøæ‚úäÌ†ºÌøæ‚úäÌ†ºÌøæ‚úäÌ†ºÌøæ https://t.co/DqqY0yIiJw",11,FALSE,FALSE,"822851699886981122",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 17:01:47 +0000 2017",NA,NA,"und",54,FALSE,"Virginia","1166510131","I write, edit, design, & drink lots of coffee. Latest adventure: remembering who I am when I'm NOT broken by stress. She/her.",FALSE,"Sun Feb 10 17:32:23 +0000 2013",17136,363,13173,FALSE,"http://www.leonawisoker.com","Leona R. Wisoker","Eastern Time (US & Canada)","en",-18000,422,"leonawisoker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/822850889924886529","https://t.co/DqqY0yIiJw"
"Watching the #WomensMarch with my daughter this morning...hoping I only have to tell her about it when she's older, not relive it #Equality",0,FALSE,FALSE,"822850551549460480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:57:13 +0000 2017",NA,NA,"en",33,FALSE,"Washington D.C.","24984057","Husband, Papa and Lead #Brewer @Rightproperbeer an eclectic Brewpub in DC focusing on #Saisons, #Brettanomyces, #Lactobacillus, & Mxd Culture #Fermentations.",FALSE,"Tue Mar 17 23:48:57 +0000 2009",2332,831,2683,FALSE,"http://www.rightproperbrewing.com","Right Proper Bump","Eastern Time (US & Canada)","en",-18000,708,"BobbyBump",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @lovwsgood: QUE COISA LINDA GENTE #WomensMarch https://t.co/SrNoZYJZEi",192,FALSE,FALSE,"822850588694220804",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 16:57:22 +0000 2017",NA,NA,"pt",7,FALSE,"God is NOT dead","605802422","ser feliz ou ser rbdman√≠aco? mas s√≥ pode escolher um",TRUE,"Mon Jun 11 22:35:18 +0000 2012",52518,2255,7729,FALSE,NA,"c√¢ms","Brasilia","pt",-7200,1741,"drewgerous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @mariaramirezNY: Cubr√≠ protestas multitudinarias durante la guerra de Irak en Nueva York y Washington. Nunca hab√≠a visto tanta gente‚Ä¶ ",142,FALSE,FALSE,"822850437468590080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 16:56:46 +0000 2017",NA,NA,"es",36,FALSE,"Athens ","2380879663","Journalist/ŒîŒ∑ŒºŒøœÉŒπŒøŒ≥œÅŒ¨œÜŒøœÇ. Atrapada en Atenas. La verdad es siempre revolucionaria.",FALSE,"Sun Mar 09 18:44:29 +0000 2014",2690,1094,871,FALSE,NA,"Helena V√°zquez",NA,"en",NA,541,"_Helenadetroia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.independent.co.uk/news/world/americas/womens-march-antarctica-donald-trump-inauguration-women-hate-donald-trump-so-much-they-are-even-a7538856.html",""
"RT @NPR: Protesters take a selfie with the police as a backdrop outside the U.S. Capital during the #WomensMarch on Washingt‚Ä¶ ",187,FALSE,FALSE,"822850999161327616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:59:00 +0000 2017",NA,NA,"en",4,FALSE,"Columbus, OH, USA","230538344","I like your outfit too, except when I dress up as a frigid bitch, I try not to look so constipated.",TRUE,"Sat Dec 25 22:24:50 +0000 2010",1538,125,427,FALSE,NA,"Michelle","Eastern Time (US & Canada)","en",-18000,622,"BuckeyeG1rl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/ManUtd/status/822848993772404737",""
"RT @jennerevivall: √© normal ter orgulho de pessoas que voce n√£o conhece??? pq eu tenho orgulho de todas as pessoas que est√£o l√°#WomensMarch",168,FALSE,FALSE,"822850450798088192",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",FALSE,"Sat Jan 21 16:56:49 +0000 2017",NA,NA,"pt",0,FALSE,NA,"819658103499194370",NA,FALSE,"Thu Jan 12 21:31:35 +0000 2017",18,957,34,FALSE,NA,"ju",NA,"pt",NA,845,"selenaxdidas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Who are we? ‚ÄúIt felt like we were broke leaving the @whitehouse after paying legal fees for husbands sexual assault victims."" #WomensMarch",0,FALSE,FALSE,"822851200651563009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 16:59:48 +0000 2017",NA,NA,"en",2,FALSE,"United States","743222063683371008","Happiness is an inside job.  Confucius says, A flower goes through much dirt before it blooms",FALSE,"Wed Jun 15 23:22:03 +0000 2016",13437,60,5157,FALSE,NA,"M&M","Pacific Time (US & Canada)","en",-28800,6,"moosemyfrnds1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FT MU 1-1 Stoke GGWP #GGMU",0,FALSE,FALSE,"822851234415525888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:59:56 +0000 2017",NA,NA,"cs",2,FALSE,"Selangor, Malaysia","2952233491","Just don't fuck up #playsafe",TRUE,"Tue Dec 30 14:51:27 +0000 2014",9464,108,2407,FALSE,NA,"diyy","Beijing","en",28800,95,"littlelateef21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @mveritym: If we're snowflakes then this is what an avalanche looks like #womensmarchlondon #WomensMarch https://t.co/hWScxl2YEq",742,FALSE,FALSE,"822850508394266624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 16:57:03 +0000 2017",NA,NA,"en",3,FALSE,"London","1522137884","An American living in London, painting handbags and other accessories -  inspired by traditional tattoo designs, vintage, 50's, punk n roll,",TRUE,"Sun Jun 16 12:58:10 +0000 2013",819,62,1654,FALSE,"http://www.etsy.com/shop/kustomartistry","Lisa","London","en",0,125,"kustomartistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @LifeNewsHQ: ‚ÄúWomen‚Äôs March‚Äù Chair Admits Event is Really About Defending Planned Parenthood, Promoting Abortion‚Ä¶ ",83,FALSE,FALSE,"822852001968988160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:02:59 +0000 2017",NA,NA,"en",52,FALSE,"California, USA","4758163046","Mother of 6! Proud Marine momÌ†ºÌ∑∫Ì†ºÌ∑∏ Born and raised in Southern California, a California conservative is becoming an endangered species",FALSE,"Thu Jan 14 13:23:01 +0000 2016",4428,1130,2133,FALSE,NA,"Kathy",NA,"en",NA,857,"libertad805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/PittAtheist/status/822850774065680385",""
"Go on Denver. https://t.co/NzvKD2O2Cd",0,FALSE,FALSE,"822851578906419200",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Sat Jan 21 17:01:18 +0000 2017",NA,NA,"en",1053,TRUE,"Alexandria, VA","19273651","Writer, talker. @ussoccerplayers, @ESPNFC. @SiriusXMFC. matchfitusa@gmail.com http://youtube.com//jasondavissoccer‚Ä¶  Compass Football coming soon.",TRUE,"Wed Jan 21 03:21:12 +0000 2009",109239,19359,7927,FALSE,"https://www.patreon.com/jasondavis","Jason Davis","America/New_York","en",-18000,987,"davisjsn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/devils_related/status/822849283170959361","https://t.co/NzvKD2O2Cd"
"RT @versharma: Scenes from #WomensMarch https://t.co/SmWR4Cioal",117,FALSE,FALSE,"822852106344402945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 17:03:24 +0000 2017",NA,NA,"en",2,FALSE,NA,"543596519","#TeamTaken #TeamColts #GumbleBoy... I usally find my way to be happy and not let little things stop that #TeamSagittarius‚ôê ClassOf14 Soccer & Lax",TRUE,"Mon Apr 02 17:47:20 +0000 2012",12438,294,284,FALSE,NA,"BryanLpz","Hawaii","en",-36000,329,"GumbleBoy_Bryan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @ananavarro: I don't see #WomensMarch as anti-Trump, but as pro-women. Sign of empowerment by a diverse sisterhood of pussy-cats saying,‚Ä¶",278,FALSE,FALSE,"822850495442206720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 16:57:00 +0000 2017",NA,NA,"en",132,FALSE,"Planet Earth ","3383172509","Retired IT Specialist - Nature, Photography, Science, Music, IT, IT Security                                           
I'm made of stardust, just like you are.",TRUE,"Sun Jul 19 15:04:49 +0000 2015",23461,275,12447,FALSE,NA,"Jeff","Eastern Time (US & Canada)","en",-18000,249,"stcamber01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @sundancefest: The independently organized #WomensMarch, led by @chelseahandler is underway. #MarchOnMain https://t.co/SyFPLqZfcn",154,FALSE,FALSE,"822852072387186689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 17:03:16 +0000 2017",NA,NA,"en",147,FALSE,"New York, Vancouver, My Head","2404052367","Writer. @helloREX fan. @tvserieshub author. @StarryMag Tv fanatic. Lover of anything JMO, Sherlock Holmes and Doctor Who!! Writing your favorite show ;)",TRUE,"Wed Mar 12 06:16:54 +0000 2014",104546,1400,166043,FALSE,NA,"NaomiJohnsonÌ†ΩÌ≤ã",NA,"en",NA,752,"JmosDocGal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @riverofddl: am√©m seja lauren jauregui, beyonc√©, lady gaga, katy, demi, ariana, miley e halsey que s√≥ nos da orgulho #WomensMarch",21,FALSE,FALSE,"822850747700314112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:58:00 +0000 2017",NA,NA,"pt",28,FALSE,"anitta fh cc","276183326","love only Ì†ΩÌ≤ó",TRUE,"Sat Apr 02 20:47:36 +0000 2011",126454,7450,657,FALSE,NA,"gui","Santiago","pt",-10800,796,"fifthnitta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @PrisonPlanet: Hey #WomensMarch - you voted for a candidate whose campaign was funded by a country that still stones women to death http‚Ä¶",1629,FALSE,FALSE,"822850852981456897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:58:25 +0000 2017",NA,NA,"en",70,FALSE,NA,"2790274672",NA,FALSE,"Sun Sep 28 23:53:40 +0000 2014",23648,1030,1193,FALSE,NA,"Deplorable TX Mom",NA,"en",NA,1332,"jmwilkins2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @admireslj: This is so beautiful. Proud of everyone going out there and fighting for our rights #WomensMarch https://t.co/H44IarOEKp",134,FALSE,FALSE,"822851920737902593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:02:40 +0000 2017",NA,NA,"en",1,FALSE,NA,"716976703","and if you fall stand tall and come back for more",TRUE,"Wed Jul 25 23:30:19 +0000 2012",20459,308,2656,FALSE,NA,"diana.","Arizona","en",-25200,224,"dirtttydianna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @barnesvans: they did that!!! #WomensMarch https://t.co/n3Tfj2Gloz",653,FALSE,FALSE,"822851712616714240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 17:01:50 +0000 2017",NA,NA,"en",74,FALSE,"Twitterworld","48114578","I love Adam Lambert, Adele, Sia, Gaga and Enya!. It's all about the vocals. Mediocrity bores me to tears. Politics and animals are my other passions #atheist",TRUE,"Wed Jun 17 21:02:17 +0000 2009",64590,1845,1510,FALSE,NA,"KMS #NastyWoman","Eastern Time (US & Canada)","en",-18000,1080,"kms15423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @wmata: Metro Ridership as of 11am: 275k. For comparison, that's more than 8x a normal Sat &amp; even busier than most weekdays. #wmata #wom‚Ä¶",637,FALSE,FALSE,"822850763483447302",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>",FALSE,"Sat Jan 21 16:58:04 +0000 2017",NA,NA,"en",19,FALSE,"College Park, MD","24773613","Computer science student, choir nerd, crank. UMD 2019. Signal (or call me or whatever): 301 533 7780",FALSE,"Mon Mar 16 21:28:27 +0000 2009",486,241,2947,FALSE,"http://jpteti.com","J-P Teti","Eastern Time (US & Canada)","en",-18000,706,"jpteti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @riseagainst: #WomensMarch we salute thee! Ì†ΩÌ≥¢Ì†ΩÌ∫∫Ì†ΩÌ≤ö‚úäÔ∏è",144,FALSE,FALSE,"822851020833378306",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 16:59:05 +0000 2017",NA,NA,"en",2,FALSE,NA,"751068283131011072","I don't like you, at all. also, I'm not actually 69.  Veteran. Army Class of OIF III. sometimes I write Veteran stuff on http://www.fakepigskin.com",FALSE,"Thu Jul 07 15:00:07 +0000 2016",1394,29,416,FALSE,NA,"Sean Mulligan Ì†ΩÌ≥éÌ†ΩÌ≥éÌ†ΩÌ≥é",NA,"en",NA,123,"wtfs4nt14g0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @admireslj: Celebrities standing for human rights and using their platform to spread awareness, this is what I'm here for!‚Ä¶ ",399,FALSE,FALSE,"822852030632955904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 17:03:06 +0000 2017",NA,NA,"en",35,FALSE,"Colombia ","2816355846","I don't know but maybe even Eden is not big enough for us.... http://ask.fm/andreasanchez
http://curiouscat.me/FuckMeLAND
http://wattpad.com/user/Frikiness",TRUE,"Thu Sep 18 05:10:04 +0000 2014",116837,1852,7728,FALSE,"http://whosthebitch.com","ANDREA La Zorra","Central Time (US & Canada)","es",-21600,660,"ElGranRaron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/thegapyearguru/status/822809623849734144",""
"PROUD #WomensMarch https://t.co/B2o8cqRIRR",0,FALSE,FALSE,"822851669155348481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:01:40 +0000 2017",NA,NA,"en",90,FALSE,"‚Äî hdsquad. ‚ô°","339829594","@Harry_Styles: @ArianaGrande Voice is like Heaven.",TRUE,"Thu Jul 21 18:38:33 +0000 2011",294430,21283,1665,FALSE,"http://curiouscat.me/hariana","julinha","Santiago","pt",-10800,74,"thinghescan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @cliffpix: #WomensMarch in #Denver. People begin to gather at Civic Center Park. https://t.co/4QmVNt2guP",13,FALSE,FALSE,"822850587788275712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:57:22 +0000 2017",NA,NA,"en",6,FALSE,"Longmont, CO","2768959837","We are a youth led group of DREAMers fighting for change in our community and in our nation. We are Northern Colorado Dreamers United.",TRUE,"Tue Aug 26 02:42:05 +0000 2014",646,218,645,FALSE,"http://www.northerncoloradodreamersunited.org","NCDU",NA,"en",NA,177,"NCDU14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @BuzzFeedNews: Elizabeth Warren speaks at Boston's #WomensMarch: ""We can whimper, we can whine, or we can fight back. I am here to‚Ä¶ ",167,FALSE,FALSE,"822850882249355265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 16:58:32 +0000 2017",NA,NA,"en",11,FALSE,"UK","3033315659","Hey! I'm Molly! Don't mind me, I'm just an average teenager although my friends are all fan girls and I'm all up in here catching up with Politics.",FALSE,"Thu Feb 12 20:02:06 +0000 2015",5728,193,27825,FALSE,NA,"Molly Herbert","London","en",0,493,"MisledGoddess",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.independent.co.uk/news/world/americas/womens-march-antarctica-donald-trump-inauguration-women-hate-donald-trump-so-much-they-are-even-a7538856.html",""
"RT @peterdaou: Hey pundits and politicians, want to see what ""populist"" looks like? Hillary winning popular vote by nearly 3 milli‚Ä¶ ",156,FALSE,FALSE,"822852161218281476",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:03:37 +0000 2017",NA,NA,"en",77,FALSE,"Portland, OR","18337740","Lawyer. Politics. Intersectional Feminist. Liberal-Moderate. Truth-seeker. Aquarius. INFJ. Asshole. 

*New policy: Bernie Bros get automatically blocked.",TRUE,"Tue Dec 23 17:37:30 +0000 2008",4624,1635,4925,FALSE,"https://medium.com/@candiceaiston","Candice Aiston","Pacific Time (US & Canada)","en",-28800,408,"CandiceAiston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/p/BPiLfCKADFbmSf7WP-Tkg7xyRLdKohY77UXLv40/",""
"RT @IMPL0RABLE: 3 Million are marching, all over the world. Yet Trump supporters still can't see what is plain to those millions, a‚Ä¶ ",128,FALSE,FALSE,"822851045915324417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 16:59:11 +0000 2017",NA,NA,"en",25,FALSE,"The Universe","16089152","An avid Chicago Cubs fan, loves horseracing, nature and traveling. An amatuer photograher that specializes in equine and nature photoraphy. I also love to draw",TRUE,"Mon Sep 01 22:49:32 +0000 2008",6956,388,17875,FALSE,NA,"Nicci64","Quito","en",-18000,713,"Nicci64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.dn.se/nyheter/varlden/marscher-mot-trump-runt-om-i-varlden/",""
"They do seem to attract more than their fair share of funny people. Is the beer OK? https://t.co/dddEgPw0Vm",0,FALSE,FALSE,"822851191340146688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 16:59:46 +0000 2017",NA,NA,"en",122,FALSE,"Spain","309823366","Retired, founder of B.S.C.P. Promoting link between Democracy & Philanthropy.  
website http://www.britishseniorcitizensparty.freeiz.com",TRUE,"Thu Jun 02 18:43:13 +0000 2011",101982,5057,3671,FALSE,"http://about.me/robin.macfarlane","ROBIN MACFARLANE","Greenland","en",-10800,5318,"MacfarlaneRobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/moments/822581105459167235","https://t.co/dddEgPw0Vm"
"RT @PallMallXfilter: Ì†ºÌæØ https://t.co/nf15bjsXus",5,FALSE,FALSE,"822851586846142466",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:01:20 +0000 2017",NA,NA,"und",6,FALSE,NA,"735603633740382208","Trump supporter. Ex-Dem. Hispanic business owner. #MAGA",TRUE,"Wed May 25 22:49:07 +0000 2016",1013,203,7348,FALSE,NA,"Christine",NA,"en",NA,196,"saltytina13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/8","https://t.co/nf15bjsXus"
"RT @PattyMurray: Together we will fight, and together we will win. -PM #WomensMarch https://t.co/uBDuPV9jYt",430,FALSE,FALSE,"822851398035501056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:00:35 +0000 2017",NA,NA,"en",253,FALSE,"Darien, CT","3179207340","New York Mets, Arsenal, Barcelona, New York Giants, Boston Celtic Fan. Hate liars and family first. JamAmerican Ì†ºÌ∑ØÌ†ºÌ∑≤Ì†ºÌ∑∫Ì†ºÌ∑∏",TRUE,"Wed Apr 29 11:57:04 +0000 2015",157130,2451,118880,FALSE,NA,"Patsy Dryden",NA,"en",NA,1607,"Patta47cake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@pullheadfromass Sweetheart, why are you so mad? Ì†ΩÌ∏Ç #WomensMarch",0,FALSE,FALSE,"822850479453597696","pullheadfromass","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:56:56 +0000 2017",NA,"259115841","en",2,FALSE,"Chicago, IL","3563128577","The Region/Chicago/Ohio. Avid traveler. Ì†ΩÌ≥∏Ì†ºÌºé. I like to call people on their bullshit.",TRUE,"Sun Sep 06 05:48:34 +0000 2015",48,115,54,FALSE,NA,"Dani","Central America","en",-21600,19,"lilfazzio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
