"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"Climate change and LGBT rights pages taken off White House website?? Yh no thanks what is happening Ì†ΩÌπÉÌ†ΩÌ∏†",0,FALSE,FALSE,"822580786956214274",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:05:17 +0000 2017",NA,NA,"en",11,FALSE,"United Kingdom","266664339",NA,TRUE,"Tue Mar 15 16:04:44 +0000 2011",6759,604,4170,FALSE,NA,"Devon Green","London","en",0,226,"devoncourtnie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @ezlusztig: They took down the material on global warming, LGBT rights, and health care. But now they're hocking Melania's QVC. https://‚Ä¶",390,FALSE,FALSE,"822578835287896064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",FALSE,"Fri Jan 20 22:57:31 +0000 2017",NA,NA,"en",0,FALSE,NA,"816972315913121792",NA,FALSE,"Thu Jan 05 11:39:13 +0000 2017",694,24,58,FALSE,NA,"Mary L. Risk",NA,"en",NA,416,"risk_mary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @khadley11: How is Donald supposed to bring jobs back when he can't fill a mall?
#DearCalifornians #LoveTrumpsHate #44 https://t.co/wbOi‚Ä¶",254,FALSE,FALSE,"822580220473524227",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Fri Jan 20 23:03:02 +0000 2017",NA,NA,"en",10,FALSE,NA,"2316346471",NA,FALSE,"Wed Jan 29 01:53:39 +0000 2014",3135,59,2352,FALSE,NA,"Lilia Kilmer","Arizona","en",-25200,123,"LiliaKilmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @trending_now_0: President Trump Photo That Went Viral During Last 2 Days God Bless America
https://t.co/K0ZD6kIUFf
#Inauguration",1,FALSE,FALSE,"822578723736219648",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Fri Jan 20 22:57:05 +0000 2017",NA,NA,"en",0,FALSE,"United States","776494399366639616",NA,FALSE,"Thu Sep 15 18:54:26 +0000 2016",4002,50,4069,FALSE,NA,"AMALIA",NA,"en",NA,70,"AmaliaAmaliahot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://snpy.tv/2kbFxe2","https://t.co/K0ZD6kIUFf"
"ASAP https://t.co/fNWcItFxzh",0,FALSE,FALSE,"822580336806789122",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 23:03:29 +0000 2017",NA,NA,"in",17,FALSE,"England","246887693","British old fart & part time humourist hates the EU, marxists, anarchists, islam. Spelling errors & lower case usually deliberate. Now piss off & read the posts",TRUE,"Thu Feb 03 17:31:11 +0000 2011",6407,484,14509,FALSE,NA,"King Harold","Dublin","en",0,214,"KingHarold1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tobtr.com/s/9761111","https://t.co/fNWcItFxzh"
"RT @LeahRBoss: The rioters are destroying an area that voted for Hillary by 90% if anyone is wondering how smart they are.

 #disruptj2o",142,FALSE,FALSE,"822580098348023808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:02:32 +0000 2017",NA,NA,"en",4,FALSE,"Clinging to my guns and Bible","815368555","If U `List' me I will Block U. / Fierce opponent of UpTalk & VocalFry, Charter Member of Vast Right Wing Conspiracy. #2A #1A Staunch Conservative, Anti-PC.",FALSE,"Mon Sep 10 14:42:01 +0000 2012",8018,368,12833,FALSE,NA,"Alonzo P. Tornquist","Eastern Time (US & Canada)","en",-18000,320,"InvertedBogie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @Invisibae: Wow it's almost like we elected a racist president https://t.co/pcmIzoeo1k",651,FALSE,FALSE,"822580475818602500",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:04:02 +0000 2017",NA,NA,"en",1,FALSE,"El Paso, TX","636032955","‚ù•salvadors wife‚ù• LGA ‚Ä†",TRUE,"Sun Jul 15 06:20:39 +0000 2012",17617,803,15721,FALSE,NA,"julissa Ì†æÌ∂ã","Eastern Time (US & Canada)","en",-18000,444,"julissa_duuh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/markseibel/status/822540457880260610","https://t.co/pcmIzoeo1k"
"RT @fawfulfan: It is not normal for a President to pledge to make citizens shut up about something. https://t.co/15Y7Zr8h7Y",190,FALSE,FALSE,"822579811696705537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 23:01:24 +0000 2017",NA,NA,"en",2,FALSE,NA,"80975326",NA,FALSE,"Thu Oct 08 23:46:35 +0000 2009",4970,128,15290,FALSE,NA,"Nathan Tunell","Eastern Time (US & Canada)","en",-18000,765,"NathanTunell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/Sej_Singh/status/822559513786126336","https://t.co/15Y7Zr8h7Y"
"RT @lhumphries12: Trump is your president howbow dah",3188,FALSE,FALSE,"822579026011230209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:58:17 +0000 2017",NA,NA,"en",0,FALSE,NA,"729097501","If God brings you to it, He will bring you through it",TRUE,"Tue Jul 31 19:46:46 +0000 2012",15306,781,14561,FALSE,NA,"Holly Faith",NA,"en",NA,657,"hollyadamek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @LindaSuhler: I love this photo of President Trump and Barron!
#PresidentTrump #InaugurationDay #MAGA https://t.co/CA1Lhvwupc",154,FALSE,FALSE,"822580140689551360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 23:02:42 +0000 2017",NA,NA,"en",103,FALSE,NA,"2648904529","19D10D3
1/11ACR Fulda, Germany / Doha, Kuwait
Christ is my Rock.
#MAGA",FALSE,"Tue Jul 15 18:10:29 +0000 2014",37306,421,31144,FALSE,NA,"Scott Sterling",NA,"en",NA,118,"Red1Echo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tobtr.com/s/9761111","https://t.co/CA1Lhvwupc"
"RT @lhumphries12: Trump is your president howbow dah",3238,FALSE,FALSE,"822580580730671105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:04:27 +0000 2017",NA,NA,"en",2,FALSE,"337/601/407","60980593","live less out of habit& more out of intent",TRUE,"Tue Jul 28 18:26:46 +0000 2009",29962,840,9663,FALSE,"https://peoniesandpencils.wordpress.com","Caroline  Coleman","Central Time (US & Canada)","en",-21600,377,"CarolineMarieCo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @demzfeat5h: She's one of the stars in the sky now... 

You will be missed, Ana Ì†ΩÌ≤ï 
Eu te amo x

#WeAreWithAna",5,FALSE,FALSE,"822579234791194625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:59:07 +0000 2017",NA,NA,"en",61,FALSE,NA,"2956830353","we try to hide our feelings but we forget our eyes speak #tothesun #tothemoon LOVE IS NOT WEAKNESS",FALSE,"Fri Jan 02 16:15:01 +0000 2015",160990,1001,10033,FALSE,NA,"CamrenForever",NA,"es",NA,852,"aleexvausee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @jfberke: Yes, Richard Spencer did get punched in the face in D.C.

https://t.co/E8n7qdWe8f",13,FALSE,FALSE,"822580029599186944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:02:16 +0000 2017",NA,NA,"en",6,FALSE,"Colorado","3235276884","01/21/1969 ‚Äî 11/07/2016 |",FALSE,"Wed Jun 03 18:38:50 +0000 2015",1494,116,5162,FALSE,NA,"Zach",NA,"en",NA,63,"veryrobustnuts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://abcn.ws/2jwjJ9Y","https://t.co/E8n7qdWe8f"
"RT @MikeHeadIyy: President Donald Trump https://t.co/XMNkxPenGo",2697,FALSE,FALSE,"822578681247911938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:56:55 +0000 2017",NA,NA,"en",0,FALSE,"Derby, KS ‚û°Ô∏è Columbia, SC","3720731112","#EMAW @355_kolbi ‚ù§ || reptile dad || || Avid Conservationist Ì†ΩÌ∞¢Ì†æÌ∂éÌ†ΩÌ∞äÌ†ΩÌ∞çÌ†ºÌºé|| || Exotic pet collector Ì†ΩÌ∞¢Ì†æÌ∂éÌ†ΩÌ∞äÌ†ΩÌ∞çÌ†ºÌºé||This is kangaroo court",TRUE,"Tue Sep 29 01:51:29 +0000 2015",2221,106,2144,FALSE,"http://www.turtlesurvival.org/get-involved/support-the-tsa#.WH5XKrYrlVw","Gnar Gnar Ì†æÌ¥ôÌ†ºÌøº","Pacific Time (US & Canada)","en",-28800,389,"TyIvar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @SKastenbaum: Here on the press riser on Penn. Ave. across from White House we can hear the protesters a few blocks away on K Street.",2,FALSE,FALSE,"822580371846000640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:03:38 +0000 2017",NA,NA,"en",0,FALSE,NA,"803420244848979968",NA,FALSE,"Tue Nov 29 02:08:08 +0000 2016",786,18,632,FALSE,NA,"JLP",NA,"en",NA,63,"JLP4488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apparently it's @silvestriiii's favourite day today #NationalCheeseLoversDay",0,FALSE,FALSE,"822580265201631232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:03:12 +0000 2017",NA,NA,"en",9,FALSE,"http://bit.do/vrextrades","259964209","Aspiring game developer. Pokemon Enthusiast. Book collector. Weeb Extraordinaire. Mother of a fresh young blueberry Ì†ΩÌ≤ôÌ†ºÌøê",FALSE,"Wed Mar 02 23:21:13 +0000 2011",33177,101,15529,FALSE,"http://curiouscat.me/therealvrex","vrex","Eastern Time (US & Canada)","en",-18000,177,"therealvrex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @nytpolitics: The Trump administration took over federal websites, and LGBT and climate change pages were quickly removed https://t.co/v‚Ä¶",332,FALSE,FALSE,"822581028002922496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 23:06:14 +0000 2017",NA,NA,"en",1012,FALSE,"Atlanta, GA","23905899","@NotreDame. Mamma. Estranged Educator / #Teacher. Serial napper. Hoosier in a Peach State. Timeshare in #Friendzone. I also tweet for #ChicksWhoDigFootball‚Ñ¢",TRUE,"Thu Mar 12 05:31:43 +0000 2009",339428,8329,136287,FALSE,"http://www.moniseseward.com","Monise L. Seward","Eastern Time (US & Canada)","en",-18000,5737,"MoniseLSeward",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @HayesGrier: RT this Tweet for a Follow/DM !!  #TheDetour https://t.co/WL8Cz0su1N",11710,FALSE,FALSE,"822578323498876929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:55:29 +0000 2017",NA,NA,"en",0,FALSE,"Ïûº Ïûº","808388096093982721","‚Ä¢¬∞ ‚óã ¬∞‚Ä¢  ¬∞‚Ä¢ ‚óã¬∞‚Ä¢ ¬∞‚Ä¢ Weak men believe in luck. Strong men believe in cause and effect. ¬∞‚Ä¢ ‚óã ‚Ä¢¬∞ ‚óã ‚Ä¢¬∞ ¬∞‚Ä¢",FALSE,"Mon Dec 12 19:08:36 +0000 2016",470,177,327,FALSE,NA,"J‚àÜ‚ìúY",NA,"pt",NA,214,"JChanbaek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/elijahdaniel/status/694026154328477696","https://t.co/WL8Cz0su1N"
"‚ÄòHouse of Cards‚Äô Season 5 Gets Premiere Date, Teaser https://t.co/QFQLu2UKnN",0,FALSE,FALSE,"822579594473639936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 23:00:32 +0000 2017",NA,NA,"en",126,FALSE,"HAARLEM NL -  ONLINE","101552111","#Freelance #SocialMediaManager #SocialSavvy #Entrepreneur #Investor #Crowdfunding |  Founder & CEO of Blue Social Network @Blue_Social_Net",TRUE,"Sun Jan 03 19:25:11 +0000 2010",2934,14138,61,FALSE,"http://www.bluesocialnetwork.com","Julian Djuul Camijn","Amsterdam","en",3600,10358,"djuull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ow.ly/sDJy508N5jX","https://t.co/QFQLu2UKnN"
"WATCH LIVE: 'Outnumbered' covers President Trump's inauguration https://t.co/eu7meWLiY5",0,FALSE,FALSE,"822579683166453760",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Fri Jan 20 23:00:53 +0000 2017",NA,NA,"en",326,FALSE,"Sydney, Australia","25636822","This is Radio International...the sound of the 1960's, 50's & 70's!  The last pirate radio station...retro, music, radio ...Beatles, Rolling Stones etc 24/7",FALSE,"Sat Mar 21 04:05:03 +0000 2009",65028,20838,2696,FALSE,"http://www.myradio.international","Radio International","Sydney","en",39600,14458,"myRadioIntl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/mateagold/status/822527479223029762","https://t.co/eu7meWLiY5"
"RT @markseibel: White supremacist Richard Spencer was punched in the face during D.C. protests at 14th and K, @sleavenworth reports",603,FALSE,FALSE,"822578307610923010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:55:25 +0000 2017",NA,NA,"en",68,FALSE,"Port Arthur, TX","739161013","Sports junkie. Need a mailbox put up then Buddy Garrity is @ your service #WPS football/#BBN hoops lover. P.A. (409) #TitanNation #PAproud #TexasForever Ì†ΩÌ≤Ø",TRUE,"Sun Aug 05 20:09:31 +0000 2012",76407,658,31899,FALSE,NA,"‚úØKeenan Watson‚úØ","Central Time (US & Canada)","en",-21600,1642,"MrBuddyGarrity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @USAneedsTRUMP: President Trump singing GOD BLESS THE USA!!!! #Inauguation2017 #Inauguration IM CRYING! Ì†ΩÌ∏≠ https://t.co/BRGb1CD3bN",233,FALSE,FALSE,"822578181442043904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:54:55 +0000 2017",NA,NA,"en",319,FALSE,NA,"707253890299744256",NA,FALSE,"Tue Mar 08 17:17:22 +0000 2016",113534,1860,47010,FALSE,NA,"A.J. McGuire",NA,"en",NA,1830,"AJMcGuire4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hell YEAH! Senate confirms retired Gen. James Mattis as defense secretary, breaking with decades of precedent https://t.co/nVk93239Xw",0,FALSE,FALSE,"822580559100657670",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:04:22 +0000 2017",NA,NA,"en",3,FALSE,"Ocoee, FL","3106645413","Old Coastie, Hubby & Dad. Trainer of Minds, Fixer of Bodies.",TRUE,"Mon Mar 23 04:17:20 +0000 2015",184,18,37,FALSE,NA,"RSRice","Eastern Time (US & Canada)","en",-18000,20,"RSRice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://bit.ly/2iUeejl","https://t.co/nVk93239Xw"
"RT @DeplorableFish: I hope the #disruptj2o losers causing havoc on K Street realize they hurt their cause. Normal people look at them like‚Ä¶",5,FALSE,FALSE,"822578017499250688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:54:16 +0000 2017",NA,NA,"en",61,FALSE,"Pittsburgh","22856092",NA,FALSE,"Thu Mar 05 00:53:15 +0000 2009",24408,267,3544,FALSE,NA,"Jeanne Shaffer","Eastern Time (US & Canada)","en",-18000,264,"531_jeanne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @SouthPark: Happy #NationalCheeseLoversDay Kenny! https://t.co/3sj5d0R6tS",150,FALSE,FALSE,"822578407003275265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:55:49 +0000 2017",NA,NA,"en",5,FALSE,NA,"785786520","Erskine College Baseball | This little light of mine,     Glory Be To God",TRUE,"Tue Aug 28 00:23:12 +0000 2012",4955,274,2266,FALSE,NA,"Jordan McClure‚Ñ¢","Eastern Time (US & Canada)","en",-18000,355,"jmcclure24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @LeahRBoss: The rioters are destroying an area that voted for Hillary by 90% if anyone is wondering how smart they are.

 #disruptj2o",95,FALSE,FALSE,"822578451479752704",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Fri Jan 20 22:56:00 +0000 2017",NA,NA,"en",33,FALSE,"Georgia","326448522","My happy place is at the beach & my own backyard. Love making new friends, but, not looking for love, found that a long time ago.",TRUE,"Wed Jun 29 22:58:05 +0000 2011",18923,2032,8112,FALSE,NA,"Susan","Eastern Time (US & Canada)","en",-18000,2099,"susieque155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @marrpope: how is this gonna solve anything? trump is president- and sadly we can't change that https://t.co/QxFlFCMjWn",1,FALSE,FALSE,"822580819843809281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:05:24 +0000 2017",NA,NA,"en",0,FALSE,"New York","2296010249","SWHS'19 | soccer & track | snap: breahorlando",TRUE,"Tue Jan 21 19:13:17 +0000 2014",3426,549,8293,FALSE,"http://vsco.co/breah14","Breah",NA,"en",NA,543,"BreahOrlando",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/ashleyrparker/status/822104776972365824","https://t.co/QxFlFCMjWn"
"RT @Nig_huh: Imma check this out at 2am on a Tuesday. https://t.co/r96pE36LxL",1,FALSE,FALSE,"822580772938858497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:05:13 +0000 2017",NA,NA,"en",3,FALSE,"Pennsylvania, USA","608426819","Matthew 22:37",TRUE,"Thu Jun 14 19:37:25 +0000 2012",25027,768,1489,FALSE,NA,"Destinie ‚ú®","Atlantic Time (Canada)","en",-14400,334,"Manifest_Des",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://WhiteHouse.Gov","https://t.co/r96pE36LxL"
"RT @FoxNews: President Donald Trump: ""When you open your heart to patriotism, there is no room for prejudice."" #Trump45 @POTUS https://t.co‚Ä¶",2358,FALSE,FALSE,"822580386999967748",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 23:03:41 +0000 2017",NA,NA,"en",0,FALSE,NA,"2975755323","Love to laugh:)",TRUE,"Tue Jan 13 03:32:15 +0000 2015",89,15,245,FALSE,NA,"Tonya Kenna",NA,"en",NA,81,"livin2bsimple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @PoliticsGhost: True Capitalist Radio LIVE
.

.
https://t.co/X0Q2TByjJ0 
.

.
#TrumpInauguration  #InaugurationDay #BigBoyBongos #WatchU‚Ä¶",281,FALSE,FALSE,"822578561894719491",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 22:56:26 +0000 2017",NA,NA,"en",0,FALSE,NA,"794286055675543552","Island holidays for yer ass! #Peero",FALSE,"Thu Nov 03 21:12:07 +0000 2016",38,3,0,FALSE,NA,"Time 2 Impeach Trump",NA,"en-gb",NA,1,"AlamoPony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://to.pbs.org/2jxkS15","https://t.co/X0Q2TByjJ0"
"@realsharonyang https://t.co/QAGDlxs7XY",0,FALSE,FALSE,"822578663204024323","realsharonyang","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:56:50 +0000 2017",NA,"879012144","und",71,FALSE,"Fayetteville, NC","188163231","@Panthers | @UNC_Basketball | @NHLCanes | @MariaSharapova | @NMFCOfficial | #americanAFLfan | @SportsJeopardy contestant (http://tinyurl.com/go5n6l4)",TRUE,"Wed Sep 08 02:05:27 +0000 2010",149156,1577,49960,FALSE,NA,"Jordan","Eastern Time (US & Canada)","en",-18000,1886,"heelsrule1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://to.pbs.org/2jxkS15","https://t.co/QAGDlxs7XY"
"RT @PoliticsGhost: True Capitalist Radio LIVE
.

.
https://t.co/X0Q2TByjJ0 
.

.
#TrumpInauguration  #InaugurationDay #BigBoyBongos #WatchU‚Ä¶",341,FALSE,FALSE,"822580209438355456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:02:59 +0000 2017",NA,NA,"en",14,FALSE,"Chiraq","4538687428","True Capitalist Radio airs weekdays at 4-7pm CDT across the nation and around the world at http://BlogTalkRadio.com/ghost. SPREAD IT AROUND LIKE WILDFIRE!",FALSE,"Sat Dec 19 19:46:15 +0000 2015",809,198,74,FALSE,"http://blogtalkradio.com/ghost","Inickeration",NA,"en",NA,95,"ChicagoForGhost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/DrDavidDuke/status/822489438479650816","https://t.co/X0Q2TByjJ0"
"RT @GeorgeTakei: The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections. Just thought you‚Ä¶",68162,FALSE,FALSE,"822578207115317248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:55:01 +0000 2017",NA,NA,"en",14,FALSE,"#blacklivesmatter","843999636","I am girl group trash; Sistar, WG, LC, Twice, BP, RV, E-Girls, WJSN, Bestie and H4RMONY",FALSE,"Mon Sep 24 17:52:15 +0000 2012",23420,324,13667,FALSE,NA,"osMOMOsis",NA,"en",NA,897,"MadeehahAli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @latimes: L.A. protesters slogged through the rain to take a stand against President Trump https://t.co/Ui1jNcw7aq https://t.co/11TWy564‚Ä¶",69,FALSE,FALSE,"822579817174470658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:01:25 +0000 2017",NA,NA,"en",7,FALSE,"Ojai, CA","3555685770","feminist midwife, neurodiversity advocate, homeschooling mother of four, teen educator",FALSE,"Mon Sep 14 02:53:18 +0000 2015",1102,85,2550,FALSE,NA,"Cheryl Clearwater",NA,"en",NA,470,"NeuraSalmagundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tobtr.com/s/9761111","https://t.co/Ui1jNcw7aq"
"Glad to see Bob Beckel back. #FoxNews #bobsback",0,FALSE,FALSE,"822578849087160322",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:57:35 +0000 2017",NA,NA,"en",0,FALSE,NA,"1045214947",NA,TRUE,"Sat Dec 29 15:40:03 +0000 2012",50,7,9,FALSE,NA,"christi cozad",NA,"en",NA,32,"christicozad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @PoliticsGhost: True Capitalist Radio LIVE
.

.
https://t.co/X0Q2TByjJ0 
.

.
#TrumpInauguration  #InaugurationDay #BigBoyBongos #WatchU‚Ä¶",276,FALSE,FALSE,"822578436245962757",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 22:55:56 +0000 2017",NA,NA,"en",4,FALSE,NA,"2790898440","Okay",FALSE,"Fri Sep 05 01:27:36 +0000 2014",344,33,34,FALSE,NA,"Oiniguez","Pacific Time (US & Canada)","en",-28800,44,"chasemikehunt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://vine.co/v/eIdYiX1h0Hp","https://t.co/X0Q2TByjJ0"
"RT @HayesGrier: RT this Tweet for a Follow/DM !!  #TheDetour https://t.co/WL8Cz0su1N",11741,FALSE,FALSE,"822579334191939588",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:59:30 +0000 2017",NA,NA,"en",0,FALSE,"Brotas, Brasil","775010205478289408","Acho que a vida √© curta de mais pra ficar pensado no amanh√£, vamos viver o hoje, o agora, vamos aproveitar cada hora, minuto e segundo.",FALSE,"Sun Sep 11 16:36:46 +0000 2016",1072,147,3646,FALSE,NA,"BiaLimma",NA,"pt",NA,250,"Bia240103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/MattBors/status/822532233768685569","https://t.co/WL8Cz0su1N"
"Today is #NationalCheeseLoversDay . The day meant for me. I love cheese and crackers WAY too much",0,FALSE,FALSE,"822578585093505024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 22:56:32 +0000 2017",NA,NA,"en",3,FALSE,"United States","751410844840366080","I hope to follow the legacy of my idols:
@dantdm, @Thinknoodles, and @ThnxCya.
One day.",FALSE,"Fri Jul 08 13:41:20 +0000 2016",698,36,175,FALSE,"https://www.youtube.com/channel/UCpUln6gWYRL-u07IUKvvOKQ","TDM Plasma Pact Ì†ΩÌ≤é",NA,"en",NA,65,"KatieTDM_4077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @sweetroxinha: Vc que est√° lendo esse tu√≠te saiba que:
Vc √© importante
Vc √© amado(a)
Vc √© especial
Vc √© vc. Se orgulhe disso. #WeAreWith‚Ä¶",477,FALSE,FALSE,"822580876701761536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:05:38 +0000 2017",NA,NA,"pt",12,FALSE,"Justin follow 11/09/16","4605353717","Why can't I say that I'm in love I wanna shout it from the rooftops I wish that it could be like that Why can't we be like that 'Cause I'm yours Ì†ΩÌ∏û",TRUE,"Sat Dec 26 00:36:24 +0000 2015",25511,11438,6508,FALSE,"https://twitter.com/cleideassistem1/status/742544126495862785","cau√£?","Pacific Time (US & Canada)","pt",-28800,9093,"CoryMyLove_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
