"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url","hashtags"
"RT @PatMcAfeeShow: #MLKDAY https://t.co/rgt7REm2G8",61,FALSE,FALSE,821049819804352512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"und",1,FALSE,"Virginia, USA",792478115553505280,"I love to sing í ¼í¾¶ and make music sc: @Abreezzy16 Single",FALSE,"Sat Oct 29 21:28:01 +0000 2016",157,24,92,FALSE,NA,"Aram Martin",NA,"en",NA,247,"Abreezzy18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"Once a year, on this day,  @TheRevAl (Al Sharpton) speaks to black, white, Hispanic, Christian &amp; Jew, without using a single slur. #MLKDay",0,FALSE,FALSE,821049819884126208,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",3,FALSE,"Sarasota, FL",219876063,"Currently working on my 2017 plan. Creative input welcome!",TRUE,"Fri Nov 26 04:00:32 +0000 2010",2833,81,756,FALSE,"http://jimcclark.wordpress.com/","Jim Clark","Eastern Time (US & Canada)","en",-18000,99,"TheJimClark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @SenSanders: While it's easy for politicians to say nice things about Dr. King, at the same time they are suppressing the vote. #MLKDAY",1619,FALSE,FALSE,821049819821129728,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",1,FALSE,NA,38444711,NA,TRUE,"Thu May 07 14:51:12 +0000 2009",2584,107,262,FALSE,NA,"SGriffin",NA,"en",NA,380,"steffgriffin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @iDaddyJay: Happy Birthday Aaliyah í ½í¸í ½í¸í ½í¸/.\ #HappyBirthdayAaliyah https://t.co/jFeQHZPUNA",957,FALSE,FALSE,821049820274167808,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",126,FALSE,"Chilling Vibing to Tupac",4707481859,"ASPIRING ACTRESS/SUCCESS/ #longliveteehí ½í² Snapchat:@justquayy",FALSE,"Mon Jan 04 19:03:40 +0000 2016",128051,23988,11994,FALSE,NA,"Quayí ½í²","Pacific Time (US & Canada)","en",-28800,19791,"quuay__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HappyBirthdayAaliyah"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",889,FALSE,FALSE,821049820592934912,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",1,FALSE,NA,773641440845062144,"hey cutie",FALSE,"Wed Sep 07 21:57:47 +0000 2016",1824,98,7642,FALSE,NA,"emma",NA,"en",NA,46,"prettycutedolan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/smashmouth/status/821049549720408065","","MLKDAY"
"RT @Bharper3407: Today we celebrate the Life of Dr. Martin Luther King Jrí ½í¹í ¼í¿» #MLKDAY https://t.co/KZd5nwPbur",488,FALSE,FALSE,821049820521566208,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",7,FALSE,"Fort Worth, TX",1166505074,"@obutigertough Student-Athlete Alum. @asesftw_athlete Wrestling Coach. USA Youth Club Coach. TX Momentum Baseball Club. IA | AR | TX #ChasingGreatness",FALSE,"Sun Feb 10 17:32:16 +0000 2013",6204,646,21151,FALSE,"https://m.youtube.com/watch?v=MZUcpDQFexQ","leebeaux","Central Time (US & Canada)","en",-21600,542,"leebeauxc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",889,FALSE,FALSE,821049820576174080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",5,FALSE,"Rio Grande do Sul, Brasil",757440999513788416,"@Justinbieber Please follow me â¤ï¸",FALSE,"Mon Jul 25 05:03:01 +0000 2016",7835,484,2582,FALSE,NA,"Greice Bieber",NA,"pt",NA,317,"greh_martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.cbsnews.com/news/noor-salman-wife-of-orlando-massacre-shooter-omar-mateen-arrested-san-francisco/","","MLKDAY"
"RT @ScottWalker: We honor the life and legacy of Dr. Martin Luther King, Jr. #MLKDay https://t.co/90ZDHYHkxZ",286,FALSE,FALSE,821049819456241664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:45 +0000 2017",NA,NA,"en",3,FALSE,"Columbus, OH",807746929920737280,"í ¼í¿Cavaliersí ¼í·ºí ¼í·¸Buckeyesí ¼í·ºí ¼í·¸CowboyNationí ¼í¿ I Like Sports NFL, NBA, FISHING, UFC, MMA also 21+ #black #latina #pawg #nympho #milf",FALSE,"Sun Dec 11 00:40:50 +0000 2016",154,398,293,FALSE,NA,"WeDemBoyz",NA,"en",NA,804,"ogbuckeye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @DrMomMTBC: This. 100%. Every day. #PeoplesOath #MLKDAY https://t.co/bLWPbY06KJ",665,FALSE,FALSE,821049820605534208,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",59,FALSE,NA,24823512,"Friend to pen and lover of resilient women!!! One world. One love.",FALSE,"Tue Mar 17 02:30:26 +0000 2009",11224,962,18107,FALSE,NA,"Michelle Butler","Eastern Time (US & Canada)","en",-18000,3299,"Jaquebelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PeoplesOath MLKDAY"
"RT @EricaANjax: Silent march through the same streets Dr. King walked and sparked change (St. Augustine). #MLKDay https://t.co/IBbJhIxa17",4,FALSE,FALSE,821049820685234176,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",229,FALSE,"Lake Buena Vista, FL",38236464,"Poet, Founder of Whispering Angel Books, single mom, animal lover, follower of Bishop TD Jakes, Marcus Lemonis, Tony Robbins & Jack Canfield & more.",TRUE,"Wed May 06 17:58:55 +0000 2009",22228,1267,36166,FALSE,"http://www.whisperingangelbooks.com","Lynn C Johnston","Eastern Time (US & Canada)","en",-18000,1514,"lynncjohnston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",889,FALSE,FALSE,821049820609675264,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",0,FALSE,"Novi, MI",3362324787,"ladywood'19 {spread love} /dx/",TRUE,"Mon Jul 06 12:51:39 +0000 2015",894,427,2000,FALSE,NA,"faith",NA,"en",NA,528,"FaithFosdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/michaelskolnik/status/820979331845525504","","MLKDAY"
"""Omar Mateen"" thread is another cesspool of #deplorable Islamophobic #TrumpTrash horseshit.

This is not the 21st Century I envisioned.",0,FALSE,FALSE,821049820592930816,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",147,FALSE,"abt 45 min SE of Thibodaux, La",21390418,"Psychotherapist, Rock Guitarist, Dirty F*cking Hippie, proud member of the Vast Leftwing Conspiracy. Camping/hiking/dogs #MMA #Relegalize #Marijuana",FALSE,"Fri Feb 20 11:38:00 +0000 2009",30130,1878,8278,FALSE,NA,"Ð´Ð¾ÐºÑÐ¾Ñ","Pacific Time (US & Canada)","en",-28800,1315,"xxdr_zombiexx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"deplorable TrumpTrash"
"RT @BerniceKing: Happy birthday dad, I miss you! #MLK https://t.co/VnOKRFsSBE",36131,FALSE,FALSE,821049821251284992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",3,FALSE,NA,2525690796,"the narnia of partias is still out there | ÎÎ¨Î",FALSE,"Mon May 26 19:29:30 +0000 2014",7020,158,4570,FALSE,NA,"lil pound cake",NA,"en",NA,148,"whordinary_bri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLK"
"#MLKDAY The Democrats are Nazi Butchers. https://t.co/jkYSld8Ia6",0,FALSE,FALSE,821049820131577856,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",2,FALSE,NA,1561697082,NA,FALSE,"Mon Jul 01 23:40:04 +0000 2013",2636,10,3318,FALSE,NA,"Scott Cook","Central Time (US & Canada)","en",-21600,8,"1GotMyNumber1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @JoeTheMailman: #MotivationMonday

Trump's election is illegitimate???

Really??? https://t.co/46izzXYQDH",3,FALSE,FALSE,821049821666611200,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",3,FALSE,NA,715634444061777920,"Love America, Love CA, Love my Harley(s), Love animals, Love my Guns, Love Ladies - who Love TRUMP. 
MBA (USC). Own my own business. 
Rep /TRUMP Supporter.",FALSE,"Thu Mar 31 20:18:42 +0000 2016",6832,643,3413,FALSE,NA,"*watchdog*","Pacific Time (US & Canada)","en",-28800,332,"_Watch_dog_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MotivationMonday"
"Since many are off in observance of #MLKDAY here's some places you won't be able to go. Interesting!
https://t.co/HHfuDYt5gc",0,FALSE,FALSE,821049821331079168,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",35,FALSE,"Clinton Township, MI",719977977887399936,"A2La Accredited Automotive Interior Testing Specialist- Material, Environmental, Durability, Fixture Design, Program Management, 3D Optical Measurement.",FALSE,"Tue Apr 12 19:58:21 +0000 2016",1845,1328,571,FALSE,NA,"Primetime Testing","Central Time (US & Canada)","en",-21600,4965,"PrimetimeTestMi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/FBI/status/821037660613398529","https://t.co/HHfuDYt5gc","MLKDAY"
"Paul Ryan hypocrisy is stunning, thinking that his ""words"" on #MLKDAY would somehow absolve him turning a blind eyeâ¦ https://t.co/joZQZkRqNT",0,FALSE,TRUE,821049821641527296,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",64,FALSE,"Under the Yum Yum Tree",3167058077,"My survival kit: The man I love, my baby boy, the best friends ever, making music, and human kindness. And of course, a great sour pickle. #LoveTrumpsHate",FALSE,"Tue Apr 14 20:22:17 +0000 2015",36976,3380,4727,FALSE,NA,"CeeLee","Pacific Time (US & Canada)","en",-28800,2936,"CeeLeeMusic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://insider.foxnews.com/2017/01/16/bob-beckel-returns-five-co-host","https://t.co/joZQZkRqNT","MLKDAY"
"RT @common: and the glory of the Lord shall be revealed and all flesh shall see it together."""" #IHaveADream",59,FALSE,FALSE,821049822304157696,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",0,FALSE,NA,276193550,NA,FALSE,"Sat Apr 02 21:16:30 +0000 2011",93,7,14,FALSE,NA,"Crystal Thomas",NA,"en",NA,57,"delinquentz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IHaveADream"
"RT @PatMcAfeeShow: #MLKDAY https://t.co/rgt7REm2G8",62,FALSE,FALSE,821049822710927360,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"und",1,FALSE,"Sc: shaquankelly",3152086759,NA,TRUE,"Mon Apr 13 00:50:17 +0000 2015",1922,246,2588,FALSE,NA,"Shaquan.",NA,"en",NA,135,"ShaquanTheGod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @RoseAnnDeMoro: Martin Luther King Jr. recognized healthcare as a human right. The only real healthcare solution is #Medicare4All!â¦ ",268,FALSE,FALSE,821049822438391808,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",480,FALSE,"Madison, Wisconsin",730950071748034560,"I'm optimistic and have a strong sense for volunteerism. I have a passion for helping others.",TRUE,"Fri May 13 02:37:32 +0000 2016",7624,325,3,FALSE,NA,"Geraldine Johnson",NA,"en",NA,227,"Geraldi99707976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/peachbaddie/status/821018527486410752","","Medicare4All"
"RT @StationCDRKelly: Honoring #MLKDay today. ""The journey of a thousand miles begins with the smallest step."" https://t.co/uSV8hIzjtZ",992,FALSE,FALSE,821049823067443200,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",5416,FALSE,"lac labelle QC. amÃ©rique nord ",2375943529,"projet 360 SIMS CITY virtuelle DATA temple letou st  supra collier roi soleil X3 Ã©toile LG1 LG2 LG3 LG4 LG5 TX  pole grand nord",FALSE,"Thu Mar 06 21:32:24 +0000 2014",251224,34298,152422,FALSE,"http://www.villedemont-tremblant.qc.ca/tourisme.php","patrickarrelle","Pacific Time (US & Canada)","fr",-28800,34957,"patrickarrelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @bualumni: Today we honor you, Dr. King. Your legacy both on and off our campus has made us #ProudtoBU. #MLKDay https://t.co/yulzzcz6c6",5,FALSE,FALSE,821049823260340224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",176,FALSE,"San Diego, CA via Boston & PA",14342158,"I have red hair and a tendency to swear while watching hockey. Marketing Tech at @SHIFTcomm; #BU alum. Member of the church of @Beyonce.",TRUE,"Wed Apr 09 14:40:46 +0000 2008",31307,2850,2906,FALSE,"http://agrinavich.tumblr.com","Amanda Grinavich","Pacific Time (US & Canada)","en",-28800,1050,"agrinavich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ProudtoBU MLKDay"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",892,FALSE,FALSE,821049823440736256,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",0,FALSE,"nathan&mario â¤ï¸",762530109337153536,"Nathan&Simon&Mario&Jackson&Jonas (SATHANS WHALES GC) 12.18.16",FALSE,"Mon Aug 08 06:05:20 +0000 2016",589,152,72,FALSE,NA,"dezi",NA,"en",NA,806,"justmeawkward",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ln.is/theduran.com/94lpU","","MLKDAY"
"@LizHabib @JoeBiden @GetJETmag  39m39 minutes ago
#MLKDay: IReader charges society to protect Dr. King's dream. https://t.co/1HsRIidHAQ",0,FALSE,FALSE,821049823088427008,"ReddRockMaine","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",821049616984469504,119344485,"en",10,FALSE,NA,119344485,NA,FALSE,"Wed Mar 03 10:48:37 +0000 2010",11580,256,28218,FALSE,NA,"Mr. J1s",NA,"en",NA,929,"ReddRockMaine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://eluni.mx/2jg2mKh","https://t.co/1HsRIidHAQ","MLKDay"
"RT @WorIdStarLaugh: Martin Luther King's last speech before he was assassinated on the  next day.

Happy Martin Luther King Day! #MLKDay htâ¦",141,FALSE,FALSE,821049823436668928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",1,FALSE,NA,4202803815,"SC:Lulsmoke",TRUE,"Mon Nov 16 15:55:22 +0000 2015",1990,107,559,FALSE,NA,"Smoke",NA,"en",NA,233,"lulSmokee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @quuay__: She will forever be a legendí ½í²â° #HappyBirthdayAaliyah https://t.co/I25X6sh9Li",184,FALSE,FALSE,821049822643896320,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",21,FALSE,"Rihanna's pool",405145395,"Snap: TRAPGODDESSTT â¤ï¸ #E4D #E4NaNa 2K17í ½í±",TRUE,"Fri Nov 04 22:38:38 +0000 2011",81617,1311,9388,FALSE,NA,"í ¼í¼º","Central Time (US & Canada)","en",-21600,605,"dearhippies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HappyBirthdayAaliyah"
"RT @yusufyuie: THIS is the #MLK they skip over. #ReclaimMLK ""Yes I'm black. I'm proud of it. I'm black and beautiful.: https://t.co/pTVkvLpâ¦",189,FALSE,FALSE,821049823570907136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",10,FALSE,NA,722496968979849216,"í ¼í¼»positivityí ¼í¼»radianceí ¼í¼»beautifulí ¼í¼» I'm a BLACK QUEEN. Towson19. TUNAACP | Dancer | Runner | BLM | Carefree í ¼í¼¸",TRUE,"Tue Apr 19 18:47:55 +0000 2016",17079,346,2782,FALSE,NA,"goddess.",NA,"en",NA,305,"_kerbss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLK ReclaimMLK"
"RT @RepKClark: Wonderful #MLKDay in Cambridge. Letâs be the ones to guide the arc of the moral universe towards justice. https://t.co/3oN0Câ¦",2,FALSE,FALSE,821049823193399296,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",435,FALSE,"Jersey Girl /where necessary",309190582,"Mom, Educator, Public Relations My Goal in life is to promote wellness, spiritual, mental and emotional wellness and to be well people need to stay connected",TRUE,"Wed Jun 01 17:48:10 +0000 2011",319456,2124,677,FALSE,"http://robinmcouch.tumblr.com","R.M.C.","Eastern Time (US & Canada)","en",-18000,968,"RobinMCouch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @HistoricalPics: Martin Luther King's last speech before he was assassinated the next day. #MLKDAY https://t.co/LwYxIIJ3xp",642,FALSE,FALSE,821049823658995712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",13,FALSE,"Mianus, CT",53905742,"27. Digital Marketer. Eater. Sleeper.",FALSE,"Sun Jul 05 13:05:28 +0000 2009",6527,286,568,FALSE,NA,"Miss Royal","London","en",0,489,"roy_STARR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @petsweekly: If you're in AZ, spend the days outdoors with your pets - #AZStateParks are offering #FreeAdmission on #mlkday Perfâ¦ ",2,FALSE,FALSE,821049824036302848,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:47 +0000 2017",NA,NA,"en",163,FALSE,NA,429184026,NA,TRUE,"Mon Dec 05 17:23:23 +0000 2011",26099,526,4945,FALSE,NA,"animal_lover",NA,"en",NA,811,"lieztche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.nytimes.com/2017/01/16/us/politics/noor-salman-arrested-orlando-shooting-omar-mateen.html","","AZStateParks FreeAdmission mlkday"
"RT @BerniceKing: Happy birthday dad, I miss you! #MLK https://t.co/VnOKRFsSBE",36132,FALSE,FALSE,821049824149573632,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:47 +0000 2017",NA,NA,"en",11,FALSE,NA,2910320923,"I'm that type of friend that'll make you twerk & squirt. IG: Frvnkiejay_ SC: FrankieStein94",TRUE,"Tue Nov 25 19:51:04 +0000 2014",19849,617,10416,FALSE,NA,"TGIFrankieí ¼í½¾",NA,"en",NA,287,"FuckinFrankiee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLK"
"RT @JaynePenelope: "" #MLKDAY #ReclaimMLK Martin Luther King Birmingham Jail I have a dream Dr King MLK Jr ""
He was just pandering forâ¦ ",1,FALSE,FALSE,821049823952408576,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:47 +0000 2017",NA,NA,"en",95,FALSE,"Georgia, USA",4696541605,"I'm pro life pro 1st responders pro military and love our vets TRUMP supporter #Never Hillary pro 1&2A will block Dem-wits pro Israel. MERRY CHRISTMAS",TRUE,"Sat Jan 02 14:07:50 +0000 2016",49738,2483,73001,FALSE,NA,"Carol",NA,"en",NA,3219,"caroldamnit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/fbi/status/821037660613398529","","MLKDAY ReclaimMLK"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",893,FALSE,FALSE,821049824002899968,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:41:47 +0000 2017",NA,NA,"en",0,FALSE,"Verona, Veneto",765529955161796608,"â¢Luciano Spinelliâ¢í ½í²«
â¢Justin Bieberâ¢â¡",FALSE,"Tue Aug 16 12:45:38 +0000 2016",276,37,1170,FALSE,NA,"Nitashaí ½í±",NA,"it",NA,19,"05_nitasha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/JamalWade_/status/821004772148989954","","MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",893,FALSE,FALSE,821049824153837568,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:41:47 +0000 2017",NA,NA,"en",0,FALSE,"SÃ£o Paulo, Brasil",2800762822,"ABERTA A NOVAS AMIZADES, 12 anos í ½í²


                ********BELIEBER NA AREA*********",FALSE,"Thu Oct 02 20:16:07 +0000 2014",285,95,439,FALSE,"https://www.youtube.com/channel/UCQ-1vXvrTdSdv5uMIxaufgg","lalala â¡","Santiago","pt",-10800,113,"tay_marquesss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/splcenter/status/753748477419458560","","MLKDAY"
"RT @funder: Heres a pâ¢ssy for #Trump to grab-@RepMikeCoffman sneaking out of his own event-cuz people actually showedâ¦ ",109,FALSE,FALSE,821049823851933696,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:47 +0000 2017",NA,NA,"en",220,FALSE,"florida",42138102,"I'm done with civility. GOP supporters are fascist, racist, misogynist, homophobic wastes of 02. If you are a RWNJ, don't bother will own you with facts.",FALSE,"Sun May 24 01:37:17 +0000 2009",92538,3946,3189,FALSE,"http://drtr.freeforums.net/","Amazon #NotmyPres","Eastern Time (US & Canada)","en",-18000,4250,"whirrll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/FBI/status/821037660613398529","","Trump"
"RT @TheAcecapade: Don't let our strides towards equality be for nothing. 

Help the @ACLUâtake your #PeoplesOath now:â¦ ",31,FALSE,FALSE,821049824065634304,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:47 +0000 2017",NA,NA,"en",33,FALSE,NA,4438391172,"ALASKA - Pissin' off Texas since 1959!",FALSE,"Thu Dec 03 04:53:01 +0000 2015",8622,307,22160,FALSE,NA,"Jennifer Dombroski",NA,"en",NA,58,"MessBusterAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/lelepons/status/821042410725642240","","PeoplesOath"
"#HappyBirthdayAaliyah , you're still here with us spiritually â¤ https://t.co/8IAV3g0yag",0,FALSE,FALSE,821049823382081536,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:41:46 +0000 2017",NA,NA,"en",1,FALSE,"with BeyoncÃ©â¤ï¸",732638020227244032,"Allyí ½í²Dreaí ½í². K.í ½í±«í ½í²",FALSE,"Tue May 17 18:24:50 +0000 2016",2810,251,437,FALSE,"http://www.beyonce.com","PeyoncÃ©",NA,"en",NA,224,"hurricanozz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HappyBirthdayAaliyah"
"Your complete change in perspective #KidsIn5Words",0,FALSE,FALSE,821049824426528768,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:41:47 +0000 2017",NA,NA,"en",8,FALSE,NA,762088643376840704,"I can quicken your pulse, steal your breath, overwhelm your senses, cloud your mind and buckle your knees. As I please...",FALSE,"Sun Aug 07 00:51:06 +0000 2016",5512,128,806,FALSE,NA,"Giacomo G Casanova","Pacific Time (US & Canada)","en-gb",-28800,75,"CasanovasTool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KidsIn5Words"
